transaction_id,account_id,transaction_time,amount,fraud_probability,fraud_score,anomaly_score,payment_action,expected_fraud_loss,top_reason_1,top_reason_2,top_reason_3,manual_review_priority,merchant_risk_band,fraud_flag
TXN-000017,ACCT-00176,2024-01-02 08:56:52,98.98,0.0020045758013927544,0.1635592506024126,0.06535497248253935,Approve,0.17857162153966935,high velocity,unusual account amount,high-risk merchant,0,low,0
TXN-000018,ACCT-00024,2024-01-02 01:21:05,163.27,0.020098483204567322,0.5968705649246898,0.15042906439642487,Step-up verification,2.9533314175287364,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000019,ACCT-00116,2024-01-02 15:12:59,63.75,0.001948922174015954,0.14818486376046852,0.030730601138405464,Approve,0.11181940973416538,high velocity,unusual account amount,high-risk merchant,0,low,0
TXN-000020,ACCT-00040,2024-01-03 13:15:15,91.64,0.0012738624623556726,0.09960038705623883,0.05927795278157369,Approve,0.10506308044524645,high velocity,high-risk merchant,high amount,0,low,0
TXN-000021,ACCT-00310,2024-01-03 13:49:12,9.22,0.00431732230341566,0.2913783333333333,0.0585,Approve,0.03582514047374315,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000022,ACCT-00654,2024-01-03 03:30:19,33.36,0.0012296977309265106,0.08737055555555555,0.013000000000000001,Approve,0.036920444673337556,high velocity,high-risk merchant,high amount,0,low,0
TXN-000023,ACCT-00671,2024-01-03 16:32:58,80.61,0.009503817442966358,0.4974608844272089,0.24394812336103736,Step-up verification,0.6894924516697664,high-risk merchant,high velocity,high amount,0,high,0
TXN-000024,ACCT-00335,2024-01-03 12:10:56,59.67,0.0007362832999943624,0.04693392490357486,0.025543409958131928,Approve,0.03954062205959724,high velocity,high-risk merchant,high amount,0,low,0
TXN-000025,ACCT-00401,2024-01-03 03:34:19,158.17,0.016338235562525342,0.5702675593920622,0.14791545341269183,Step-up verification,2.3257968470321697,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000026,ACCT-00855,2024-01-03 15:51:33,21.47,0.003581560442204459,0.25996166666666665,0.0585,Approve,0.06920649242471676,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000027,ACCT-00884,2024-01-03 06:29:56,17.79,0.0007393978264740601,0.04939888888888889,0.013000000000000001,Approve,0.011838498599676176,high velocity,high-risk merchant,high amount,0,low,0
TXN-000028,ACCT-00060,2024-01-03 04:10:05,556.49,0.08833971764104583,0.7964248929145775,0.49899014582172707,Manual review,44.24415252305903,new device,high velocity,high-risk merchant,10,medium,0
TXN-000029,ACCT-00467,2024-01-03 08:08:48,10.93,0.002210276500787992,0.1899288888888889,0.0585,Approve,0.021742489938251477,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000030,ACCT-00088,2024-01-03 20:14:13,34.81,0.009182681366711984,0.4263894444444444,0.0585,Step-up verification,0.28768422453771975,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000031,ACCT-00162,2024-01-03 05:11:00,10.32,0.0020657841816372,0.1507172222222222,0.013000000000000001,Approve,0.019187003479046314,high velocity,high-risk merchant,high amount,0,low,0
TXN-000032,ACCT-00014,2024-01-04 19:33:44,120.58,0.01365048044460885,0.5710772450240156,0.3287916081581114,Step-up verification,1.4813774388098415,high velocity,high-risk merchant,unusual account amount,0,medium,0
TXN-000033,ACCT-00934,2024-01-04 00:27:44,20.85,0.020801797409582542,0.61484141750978,0.2752226898691488,Manual review,0.39034572839081644,high-risk merchant,high velocity,high amount,0,high,0
TXN-000034,ACCT-00585,2024-01-04 19:40:51,56.68,0.007620417828951356,0.4269554101882277,0.1151154887000302,Step-up verification,0.3887327542904666,high-risk merchant,high velocity,unusual account amount,0,high,0
TXN-000035,ACCT-00894,2024-01-04 02:38:28,32.59,0.02683806474865469,0.6077861111111111,0.1785,Manual review,0.7871872771427908,new location,high-risk merchant,high velocity,0,medium,0
TXN-000036,ACCT-00102,2024-01-04 10:31:51,18.21,0.0019379214970066617,0.16000041683528934,0.04672453797382976,Approve,0.031760595414442185,high velocity,high-risk merchant,high amount,0,low,0
TXN-000037,ACCT-00748,2024-01-04 15:24:53,41.37,0.004222076260396498,0.30113125050586803,0.1141736139214893,Approve,0.1572005654033428,high velocity,high-risk merchant,high amount,0,low,0
TXN-000038,ACCT-00214,2024-01-04 03:53:01,37.25,0.00264814113118769,0.18600055555555556,0.013000000000000001,Approve,0.08877893142306732,high velocity,high-risk merchant,high amount,0,low,0
TXN-000039,ACCT-00199,2024-01-04 03:11:14,16.34,0.007817547026594679,0.48111919528755787,0.2752226898691488,Step-up verification,0.11496484657310135,high-risk merchant,high velocity,high amount,0,high,0
TXN-000040,ACCT-00323,2024-01-04 05:12:51,99.7,0.03510761880810947,0.6964840589461316,0.39632501883653315,Manual review,3.1502066356516627,new device,high velocity,high-risk merchant,0,medium,0
TXN-000041,ACCT-00589,2024-01-04 06:56:36,14.26,0.006797171120976092,0.4556636397320023,0.2752226898691488,Step-up verification,0.08723489416660717,high-risk merchant,high velocity,high amount,0,high,0
TXN-000042,ACCT-00092,2024-01-04 15:53:29,53.16,0.00251773720985749,0.20084890103605657,0.06199698106451177,Approve,0.12045861906842173,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000043,ACCT-00104,2024-01-04 16:21:41,27.45,0.0005577249105403486,0.024889444444444443,0.013000000000000001,Approve,0.013778593914899313,high velocity,high-risk merchant,high amount,0,low,0
TXN-000044,ACCT-00547,2024-01-05 16:54:01,106.37,0.0059238037458658535,0.40543890585749176,0.19836293377618852,Step-up verification,0.5671035040029757,high-risk merchant,high velocity,unusual account amount,0,high,0
TXN-000045,ACCT-00899,2024-01-05 14:20:00,286.2,0.021901473942638458,0.5987253580005292,0.1494545814844219,Step-up verification,5.641381658144814,unusual account amount,high velocity,high-risk merchant,0,low,0
TXN-000046,ACCT-00435,2024-01-05 22:08:09,46.93,0.000894932680525417,0.04948888888888889,0.013000000000000001,Approve,0.03779927162735204,high-risk merchant,high velocity,high amount,0,low,0
TXN-000047,ACCT-00380,2024-01-05 10:03:48,68.26,0.001948424989870499,0.15141280678712637,0.03609707474329482,Approve,0.11969954082770425,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000048,ACCT-00074,2024-01-05 00:02:04,87.0,0.04901005061298514,0.6039117005753406,0.10068265751732441,Manual review,3.8374869629967363,high-risk merchant,high velocity,unusual account amount,0,medium,0
TXN-000049,ACCT-00343,2024-01-05 23:54:58,14.1,0.008389506216922783,0.4716966949503125,0.2077736139214893,Step-up verification,0.10646283389275012,high-risk merchant,high velocity,high amount,0,high,0
TXN-000050,ACCT-00037,2024-01-05 21:29:17,70.26,0.02060537232277523,0.5833767563011492,0.15836593006811314,Step-up verification,1.302960113458369,new location,high velocity,unusual account amount,0,low,0
TXN-000051,ACCT-00888,2024-01-05 13:51:44,33.33,0.0008168055585098615,0.1500145838392014,0.2641736139214893,Approve,0.024501716338620316,new device,high velocity,high-risk merchant,0,low,0
TXN-000052,ACCT-00827,2024-01-05 19:24:13,23.3,0.010692733398185217,0.4519255555555555,0.0585,Step-up verification,0.224226619359944,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000053,ACCT-00638,2024-01-05 13:24:19,57.74,0.004891122972296497,0.39299195038558465,0.27414046510509993,Step-up verification,0.25417209637835975,new device,high velocity,high-risk merchant,0,low,0
TXN-000054,ACCT-00779,2024-01-05 06:20:59,79.28,0.007883264604016697,0.551522663091351,0.4600876344581233,Step-up verification,0.5624866960257994,new device,high-risk merchant,high velocity,0,high,0
TXN-000055,ACCT-00540,2024-01-05 06:55:43,91.35,0.001410502252286906,0.1259471361650725,0.09275260832447685,Approve,0.11596444267176798,high velocity,high-risk merchant,high amount,0,low,0
TXN-000056,ACCT-00872,2024-01-05 16:13:01,40.38,0.0012214972115492497,0.11174638922613427,0.08044907594765952,Approve,0.04439165166212284,high velocity,high-risk merchant,high amount,0,low,0
TXN-000057,ACCT-00887,2024-01-06 15:11:51,180.56,0.016628884962301575,0.619380056831867,0.2595785873375326,Manual review,2.7022603219138555,high velocity,high-risk merchant,unusual account amount,0,medium,0
TXN-000058,ACCT-00469,2024-01-06 23:19:35,94.38,0.005012632688022306,0.309175962442264,0.06160102591381261,Approve,0.42578304578599074,high velocity,unusual account amount,high-risk merchant,0,low,0
TXN-000059,ACCT-00447,2024-01-06 20:14:44,180.15,0.006516530909202013,0.4121571958830576,0.11272479194291289,Step-up verification,1.0565577389634684,high velocity,unusual account amount,high-risk merchant,0,low,0
TXN-000060,ACCT-00686,2024-01-06 15:37:33,80.17,0.0023681330755951843,0.17535663429583043,0.04874364732251474,Approve,0.17086790580341932,high velocity,high-risk merchant,high amount,0,low,0
TXN-000061,ACCT-00667,2024-01-06 14:57:55,34.42,0.007949664212862974,0.4307142114483564,0.12594907594765953,Step-up verification,0.2462646979860692,high-risk merchant,high velocity,unusual account amount,0,medium,0
TXN-000062,ACCT-00788,2024-01-06 21:49:05,128.95,0.012195717057455292,0.5275802617855431,0.23292417041351082,Step-up verification,1.4153739431029737,high velocity,high-risk merchant,unusual account amount,0,medium,0
TXN-000063,ACCT-00724,2024-01-06 18:20:33,72.68,0.001036488118475235,0.0719038556678552,0.041027593216479544,Approve,0.06779876080570207,high velocity,high-risk merchant,high amount,0,low,0
TXN-000064,ACCT-00527,2024-01-06 14:25:02,30.68,0.0007904910494759617,0.049106666666666667,0.013000000000000001,Approve,0.021827038858130254,high velocity,high-risk merchant,high amount,0,low,0
TXN-000065,ACCT-00208,2024-01-06 06:07:38,20.46,0.007872683571386797,0.4073483333333333,0.0585,Step-up verification,0.1449675952835165,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000066,ACCT-00003,2024-01-06 08:47:43,39.45,0.006678735028207584,0.3734644444444444,0.0585,Step-up verification,0.2371284871765103,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000067,ACCT-00134,2024-01-06 09:04:24,55.98,0.007123160586331595,0.40423210554398575,0.09976688265177276,Step-up verification,0.3588790766605584,high-risk merchant,high velocity,unusual account amount,0,medium,0
TXN-000068,ACCT-00641,2024-01-06 15:44:29,102.58,0.0005894255892616547,0.041235257552358906,0.06817427035261119,Approve,0.05441694925181449,high velocity,high-risk merchant,high amount,0,low,0
TXN-000069,ACCT-00616,2024-01-06 10:23:16,10.25,0.0005,0.058135417172534745,0.1141736139214893,Approve,0.0046125,high velocity,high-risk merchant,high amount,0,low,0
TXN-000070,ACCT-00907,2024-01-07 04:13:16,13.39,0.006410876478794619,0.36557,0.0585,Step-up verification,0.07725747244595395,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000071,ACCT-00709,2024-01-07 08:41:11,152.45,0.052234672755464624,0.7153810606123379,0.2649986083401487,Manual review,7.1668582754135235,new location,high-risk merchant,unusual account amount,0,medium,0
TXN-000072,ACCT-00468,2024-01-07 08:06:21,51.02,0.006473717118441508,0.3955166550319871,0.12623302178264448,Step-up verification,0.29726014264459716,high-risk merchant,high velocity,unusual account amount,0,medium,0
TXN-000073,ACCT-00577,2024-01-07 10:39:38,83.39,0.022859159865710823,0.5567206915561131,0.09734421234877676,Step-up verification,1.7156028070814628,high-risk merchant,high velocity,unusual account amount,0,medium,0
TXN-000074,ACCT-00136,2024-01-07 21:14:24,12.61,0.0009869417831698554,0.06699,0.013000000000000001,Approve,0.011200802297194688,high velocity,high-risk merchant,high amount,0,low,0
TXN-000075,ACCT-00226,2024-01-07 01:07:16,17.02,0.011385773716266274,0.4665566666666666,0.0585,Step-up verification,0.17440728178576678,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000076,ACCT-00195,2024-01-07 13:37:50,60.74,0.0232433161741973,0.7271078133344901,0.4242613086484024,Manual review,1.2706191219786696,new device,new location,short account age,0,high,0
TXN-000077,ACCT-00371,2024-01-07 05:27:05,23.92,0.004807065505769065,0.29421213333333335,0.013000000000000001,Approve,0.10348650620819644,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000078,ACCT-00567,2024-01-07 01:51:36,27.95,0.0018713222384776538,0.13597555555555557,0.013000000000000001,Approve,0.04707311090890538,high velocity,high-risk merchant,high amount,0,low,0
TXN-000079,ACCT-00096,2024-01-07 18:10:09,48.96,0.0018372599188438792,0.1620130558928009,0.08044907594765952,Approve,0.0809570210639367,high velocity,high-risk merchant,high amount,0,low,0
TXN-000080,ACCT-00637,2024-01-08 02:04:48,44.51,0.009242408385147999,0.46325013939475695,0.1596736139214893,Step-up verification,0.3702416375006437,high velocity,high-risk merchant,high amount,0,medium,0
TXN-000081,ACCT-00600,2024-01-08 04:35:07,125.52,0.01651913691891894,0.5651673730295649,0.211443183497583,Step-up verification,1.866133859456435,high-risk merchant,high velocity,unusual account amount,0,high,0
TXN-000082,ACCT-00450,2024-01-08 11:40:53,82.41,0.00955256877865975,0.454852026927841,0.1301378039201046,Step-up verification,0.7085044737444149,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000083,ACCT-00499,2024-01-08 04:17:40,17.44,0.006710155664252475,0.4121686390575116,0.14032453797382977,Step-up verification,0.10532260330610685,high-risk merchant,high velocity,high amount,0,high,0
TXN-000084,ACCT-00061,2024-01-08 22:39:56,25.08,0.004130509299301391,0.28348388888888887,0.0585,Approve,0.09323385590383099,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000085,ACCT-00607,2024-01-08 00:44:36,39.02,0.0015818537382332027,0.12173777777777776,0.013000000000000001,Approve,0.05555153957927362,high velocity,high-risk merchant,high amount,0,low,0
TXN-000086,ACCT-00645,2024-01-08 11:29:58,43.39,0.0030197098033336745,0.21086222222222223,0.013000000000000001,Approve,0.11792268752998332,high velocity,high-risk merchant,high amount,0,low,0
TXN-000087,ACCT-00156,2024-01-08 19:41:20,27.58,0.009959024427766503,0.5829469730653356,0.4252226898691488,Step-up verification,0.24720290434602013,new device,high-risk merchant,high velocity,0,high,0
TXN-000088,ACCT-00412,2024-01-08 00:45:48,153.15,0.022483567466981644,0.5882149097634296,0.099861350537572,Step-up verification,3.099022521811415,unusual account amount,high velocity,high-risk merchant,0,low,0
TXN-000089,ACCT-00008,2024-01-08 03:59:15,48.02,0.0029523000565964803,0.20619,0.013000000000000001,Approve,0.1275925038459867,high velocity,high-risk merchant,high amount,0,low,0
TXN-000090,ACCT-00924,2024-01-08 02:22:24,56.21,0.1904525406209775,0.7026746687042209,0.2538124804555483,Manual review,9.634803577474631,new location,high-risk merchant,high velocity,0,medium,0
TXN-000091,ACCT-00209,2024-01-09 22:04:34,92.82,0.014976276238019505,0.5521535806468754,0.18761125050733257,Step-up verification,1.2510881643716734,high-risk merchant,high velocity,unusual account amount,0,high,0
TXN-000092,ACCT-00759,2024-01-09 22:53:44,103.3,0.0012504408512309237,0.1684080674716066,0.2710735847188021,Approve,0.11625348593893897,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000093,ACCT-00040,2024-01-09 18:01:15,86.27,0.0012035396522203261,0.09291059837252773,0.05451875639058623,Approve,0.09344642921734278,high velocity,high-risk merchant,high amount,0,low,0
TXN-000094,ACCT-00546,2024-01-09 09:30:58,45.93,0.014475991388862817,0.5751275286208911,0.2752226898691488,Step-up verification,0.5983940560414223,high-risk merchant,high velocity,high amount,0,high,0
TXN-000095,ACCT-00029,2024-01-09 19:51:21,116.91,0.0083038237727756,0.46541405777761957,0.2251751358015903,Step-up verification,0.8737200335476759,high velocity,high-risk merchant,unusual account amount,0,medium,0
TXN-000096,ACCT-00836,2024-01-09 21:34:10,24.15,0.013617684968444014,0.5564398895633795,0.24149815189531904,Step-up verification,0.29598038278913064,high-risk merchant,high velocity,high amount,0,high,0
TXN-000097,ACCT-00934,2024-01-09 22:28:41,36.81,0.001981616227493523,0.1732908336705787,0.08044907594765952,Approve,0.06564896400063293,high velocity,high-risk merchant,high amount,0,low,0
TXN-000098,ACCT-00659,2024-01-10 03:47:40,40.33,0.001523392268456854,0.11730722222222222,0.013000000000000001,Approve,0.055294569168178424,high velocity,high-risk merchant,high amount,0,low,0
TXN-000099,ACCT-00291,2024-01-10 13:05:47,9.41,0.0005,0.03735458350195602,0.04672453797382976,Approve,0.0042345,high velocity,high-risk merchant,high amount,0,low,0
TXN-000100,ACCT-00095,2024-01-10 21:15:41,88.94,0.0010047785580382328,0.10424689403785652,0.12436965823500541,Approve,0.08042850445672839,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000101,ACCT-00569,2024-01-10 09:28:07,20.34,0.0015241804665492588,0.18580069562480328,0.24907176581680834,Approve,0.027901647620650734,high velocity,high-risk merchant,high amount,0,low,0
TXN-000102,ACCT-00470,2024-01-10 19:28:38,35.49,0.008316728306966033,0.5070050289581365,0.34267176581680836,Step-up verification,0.2656446188528021,high-risk merchant,high velocity,high amount,0,high,0
TXN-000103,ACCT-00035,2024-01-10 02:13:35,23.03,0.009113063072215951,0.45212544444444436,0.1066,Step-up verification,0.18888645829782005,high-risk merchant,high velocity,high amount,0,high,0
TXN-000104,ACCT-00593,2024-01-10 06:08:17,25.41,0.001261118774018165,0.08962611111111111,0.013000000000000001,Approve,0.028840525243021414,high velocity,high-risk merchant,high amount,0,low,0
TXN-000105,ACCT-00323,2024-01-10 20:09:49,140.2,0.006145465222419509,0.4101268674866276,0.22019235023435094,Step-up verification,0.7754348017648935,high-risk merchant,high velocity,unusual account amount,0,high,0
TXN-000106,ACCT-00249,2024-01-10 19:23:02,45.89,0.0033402873838414447,0.2649680222222222,0.1066,Approve,0.13795720924003552,high-risk merchant,unusual account amount,high velocity,0,high,0
TXN-000107,ACCT-00491,2024-01-11 15:27:35,31.9,0.003093820143791678,0.2753109723908449,0.09222453797382976,Approve,0.08882357632825907,short account age,high-risk merchant,high velocity,0,medium,0
TXN-000108,ACCT-00631,2024-01-11 01:52:28,176.36,0.04834192500272682,0.6515890680648562,0.15653963739734947,Manual review,7.673023704132812,high-risk merchant,unusual account amount,high velocity,0,medium,0
TXN-000109,ACCT-00179,2024-01-11 08:04:58,42.07,0.0005,0.014004166666666666,0.013000000000000001,Approve,0.0189315,high-risk merchant,high velocity,high amount,0,low,0
TXN-000110,ACCT-00621,2024-01-11 04:27:24,77.68,0.009900573780135157,0.45087375155036663,0.09176047157611107,Step-up verification,0.6921689141168093,high-risk merchant,high velocity,unusual account amount,0,medium,0
TXN-000111,ACCT-00468,2024-01-11 14:46:01,81.31,0.0018326717904194204,0.15061053730553733,0.04985520725298516,Approve,0.13411308895110277,unusual account amount,high velocity,high-risk merchant,0,low,0
TXN-000112,ACCT-00405,2024-01-11 03:35:12,101.61,0.0029582167333698606,0.24140944578649462,0.13487346424595792,Approve,0.2705259620499404,high velocity,high-risk merchant,high amount,0,low,0
TXN-000113,ACCT-00782,2024-01-11 01:57:38,49.13,0.012920095542158477,0.5303336222222222,0.163,Step-up verification,0.5712878645876214,new device,high velocity,unusual account amount,0,low,0
TXN-000114,ACCT-00144,2024-01-11 16:22:51,28.0,0.002382423924322229,0.17005055555555554,0.013000000000000001,Approve,0.060037082892920174,high velocity,high-risk merchant,high amount,0,low,0
TXN-000115,ACCT-00324,2024-01-11 15:53:08,213.21,0.006594639604261009,0.43291543821110257,0.15980947154316238,Step-up verification,1.2654387990220408,high velocity,unusual account amount,high-risk merchant,0,low,0
TXN-000116,ACCT-00914,2024-01-11 17:39:15,107.89,0.014278251961661662,0.5462427327919805,0.19215876242458355,Step-up verification,1.386432543729309,new location,high velocity,unusual account amount,0,low,0
TXN-000117,ACCT-00246,2024-01-11 07:55:20,41.24,0.0010465188012543673,0.07630444444444444,0.013000000000000001,Approve,0.0388425918273571,high velocity,high-risk merchant,high amount,0,low,0
TXN-000118,ACCT-00002,2024-01-11 08:03:30,57.83,0.004883958630913357,0.38398353018058967,0.21858887137364663,Step-up verification,0.2541953948631475,new device,high-risk merchant,high velocity,0,medium,0
TXN-000119,ACCT-00330,2024-01-11 16:37:42,64.17,0.00152048401573121,0.11715392892922435,0.031245901458653927,Approve,0.08781251336052458,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000120,ACCT-00229,2024-01-11 20:14:06,19.14,0.001372560934317301,0.099615,0.013000000000000001,Approve,0.023643734654549827,high velocity,high-risk merchant,high amount,0,low,0
TXN-000121,ACCT-00196,2024-01-11 02:21:58,10.95,0.004788932639723617,0.3246165279464004,0.09222453797382976,Approve,0.04719493116447625,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000122,ACCT-00377,2024-01-12 20:02:44,53.32,0.0005,0.01899594161032327,0.016732083020314467,Approve,0.023994,high velocity,high-risk merchant,high amount,0,low,0
TXN-000123,ACCT-00236,2024-01-12 11:11:02,15.65,0.007405613295864524,0.42924641683528936,0.14032453797382977,Step-up verification,0.10430806327225182,high-risk merchant,high velocity,high amount,0,high,0
TXN-000124,ACCT-00531,2024-01-12 05:46:08,68.05,0.036127962557491226,0.6037671488700277,0.11507959248780811,Manual review,2.2126570668335503,high-risk merchant,high velocity,unusual account amount,0,medium,0
TXN-000125,ACCT-00175,2024-01-12 19:32:14,16.91,0.0025650083079039807,0.2698755555555556,0.2085,Approve,0.039036861437990684,new device,high-risk merchant,high velocity,0,medium,0
TXN-000126,ACCT-00652,2024-01-12 16:50:07,88.41,0.0026004718769569103,0.1935362724672939,0.05644953839854648,Approve,0.2069169467775844,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000127,ACCT-00518,2024-01-12 12:05:40,73.7,0.0017545902258696133,0.13860993774079539,0.04212335781923371,Approve,0.11638196968193144,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000128,ACCT-00476,2024-01-12 16:37:58,44.19,0.007959989875284009,0.44168944444444447,0.163,Step-up verification,0.3165767573299203,new device,high velocity,high-risk merchant,0,low,0
TXN-000129,ACCT-00421,2024-01-12 20:10:12,333.09,0.003049355823272959,0.2965412016758184,0.16150766363108993,Approve,0.914138938056591,unusual account amount,high velocity,high-risk merchant,0,low,0
TXN-000130,ACCT-00293,2024-01-12 05:43:00,104.28,0.0019824372998466914,0.17121981982237516,0.06947171506257813,Approve,0.1860557054652117,high velocity,unusual account amount,high-risk merchant,0,low,0
TXN-000131,ACCT-00649,2024-01-12 07:44:35,41.57,0.0008805984068273097,0.060545022222222224,0.013000000000000001,Approve,0.03294582819463014,high velocity,unusual account amount,high-risk merchant,0,low,0
TXN-000132,ACCT-00575,2024-01-12 08:58:08,181.38,0.006423142563345549,0.4097492080698127,0.11326411890636695,Step-up verification,1.0485266383256542,high velocity,high-risk merchant,high amount,0,low,0
TXN-000133,ACCT-00333,2024-01-12 15:06:06,108.46,0.0017628986413763515,0.14523576594496954,0.0725748725337815,Approve,0.17208358797931117,unusual account amount,high velocity,high-risk merchant,0,low,0
TXN-000134,ACCT-00657,2024-01-12 22:10:11,6.97,0.0018249250877567457,0.17212486127973375,0.09222453797382976,Approve,0.011447755075498067,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000135,ACCT-00450,2024-01-12 02:00:58,51.42,0.01100053919071916,0.45187488792574587,0.059394439093650005,Step-up verification,0.5090829526681013,high-risk merchant,high velocity,high amount,0,medium,0
TXN-000136,ACCT-00062,2024-01-12 04:30:42,125.42,0.04540157268032392,0.6882834525945092,0.3462783168830764,Manual review,5.1248387210096045,high-risk merchant,high velocity,unusual account amount,0,high,0
TXN-000137,ACCT-00455,2024-01-12 17:54:27,89.16,0.0032687760550716657,0.23653010869572516,0.057115295223164664,Approve,0.26229966576317076,high velocity,high-risk merchant,unusual account amount,0,low,0
TXN-000138,ACCT-00662,2024-01-12 11:39:18,133.65,0.0012828062763741,0.10117590798397724,0.0890822048492564,Approve,0.15430235295365866,high velocity,high-risk merchant,high amount,0,low,0
TXN-000139,ACCT-00771,2024-01-13 04:14:49,194.96,0.07742398291175619,0.6806425935167659,0.16448798867339165,Manual review,13.585121737628388,high-risk merchant,unusual account amount,high velocity,0,medium,0
TXN-000140,ACCT-00203,2024-01-13 18:01:04,21.73,0.00257846774470584,0.19037111111111113,0.013000000000000001,Approve,0.05042709368321212,high velocity,high-risk merchant,high amount,0,low,0
TXN-000141,ACCT-00491,2024-01-13 02:16:47,107.97,0.03314992494211952,0.6386568134492494,0.18516637101434819,Manual review,3.2212776564005803,short account age,high-risk merchant,high velocity,0,medium,0
TXN-000142,ACCT-00211,2024-01-13 14:23:19,31.5,0.005875975592048911,0.4687309730653357,0.37712268986914876,Step-up verification,0.16658390803458664,new device,high velocity,high-risk merchant,0,medium,0
