applicant_id,PD,LGD,EAD,expected_loss,expected_loss_rate,risk_grade,decision,credit_grade,loan_purpose,debt_to_income,annual_income,application_vintage,base_loss,moderate_stress_loss,severe_stress_loss,income_band,debt_to_income_band
APP-00100,0.013871429190688804,0.35,6412.87,31.13,0.004854300804475999,A,Approve,B,debt_consolidation,0.2596,49447.97,2022Q1,31.13,42.81,62.27,<$50k,20%-35%
APP-00101,0.06364023870417732,0.55,21094.59,738.36,0.035002339462392965,C,Review,B,small_business,0.2452,68116.24,2022Q1,738.36,1015.24,1476.71,$50k-$85k,20%-35%
APP-00102,0.01411059176294206,0.35,15008.1,74.12,0.004938666453448471,A,Approve,B,debt_consolidation,0.2082,197958.15,2022Q1,74.12,101.92,148.24,$130k+,20%-35%
APP-00103,0.06364023870417732,0.55,25341.08,886.99,0.03500205989642115,C,Review,C,medical,0.3151,36374.05,2022Q1,886.99,1219.61,1773.98,<$50k,20%-35%
APP-00104,0.06364023870417732,0.55,25515.15,893.08,0.03500194982196852,C,Review,A,debt_consolidation,0.225,69370.12,2022Q1,893.08,1227.99,1786.17,$50k-$85k,20%-35%
APP-00105,0.06364023870417732,0.55,11345.91,397.13,0.03500204038283399,C,Review,C,debt_consolidation,0.2753,81637.64,2022Q1,397.13,546.06,794.26,$50k-$85k,20%-35%
APP-00106,0.01411059176294206,0.35,15182.49,74.98,0.0049385838554808865,A,Approve,B,medical,0.0969,38760.91,2022Q1,74.98,103.1,149.96,<$50k,<20%
APP-00107,0.06364023870417732,0.55,7669.5,268.45,0.03500228176543451,C,Review,D,debt_consolidation,0.4187,161130.71,2022Q1,268.45,369.12,536.9,$130k+,35%-50%
APP-00108,0.013871429190688804,0.35,9757.37,47.37,0.004854791813777687,A,Approve,B,major_purchase,0.2973,33000.36,2022Q1,47.37,65.14,94.74,<$50k,20%-35%
APP-00109,0.01411059176294206,0.35,25144.85,124.18,0.004938585833679661,A,Approve,C,home_improvement,0.1762,161859.63,2022Q1,124.18,170.75,248.37,$130k+,<20%
APP-00110,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,debt_consolidation,0.5088,118736.12,2022Q1,0.0,0.0,0.0,$85k-$130k,50%+
APP-00111,0.06364023870417732,0.55,12859.12,450.1,0.03500239518722899,C,Review,B,debt_consolidation,0.4512,82015.68,2022Q1,450.1,618.88,900.19,$50k-$85k,35%-50%
APP-00112,0.06364023870417732,0.55,11376.91,398.22,0.0350024743098082,C,Review,C,debt_consolidation,0.2892,133120.14,2022Q1,398.22,547.55,796.43,$130k+,20%-35%
APP-00113,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,C,home_improvement,0.5782,100190.38,2022Q1,0.0,0.0,0.0,$85k-$130k,50%+
APP-00114,0.013871429190688804,0.35,20341.61,98.76,0.004855072926872554,A,Approve,B,small_business,0.2487,46881.21,2022Q1,98.76,135.79,197.52,<$50k,20%-35%
APP-00115,0.013871429190688804,0.35,39980.42,194.1,0.004854876462028163,A,Approve,B,major_purchase,0.0886,150908.44,2022Q1,194.1,266.89,388.21,$130k+,<20%
APP-00116,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,E,debt_consolidation,0.2063,39452.42,2022Q1,0.0,0.0,0.0,<$50k,20%-35%
APP-00117,0.06364023870417732,0.55,12033.25,421.19,0.035002181455550244,C,Review,A,small_business,0.1873,26586.09,2022Q1,421.19,579.14,842.38,<$50k,<20%
APP-00118,0.06364023870417732,0.55,8192.81,286.77,0.035002642560977244,C,Review,C,home_improvement,0.1892,39149.69,2022Q1,286.77,394.3,573.53,<$50k,<20%
APP-00119,0.013871429190688804,0.35,11535.49,56.0,0.0048545835504170175,A,Approve,B,major_purchase,0.125,62405.89,2022Q1,56.0,77.01,112.01,$50k-$85k,<20%
APP-00120,0.06364023870417732,0.55,11729.64,410.56,0.03500192674284974,C,Review,A,debt_consolidation,0.222,85435.55,2022Q1,410.56,564.52,821.12,$85k-$130k,20%-35%
APP-00121,0.01411059176294206,0.35,9184.45,45.36,0.004938782398510526,A,Approve,A,debt_consolidation,0.4001,45882.43,2022Q1,45.36,62.37,90.72,<$50k,35%-50%
APP-00122,0.013871429190688804,0.35,9863.25,47.89,0.004855397561655641,A,Approve,B,medical,0.1811,103488.19,2022Q1,47.89,65.84,95.77,$85k-$130k,<20%
APP-00123,0.01411059176294206,0.35,7734.86,38.2,0.004938680208820845,A,Approve,B,medical,0.2365,89208.53,2022Q1,38.2,52.53,76.4,$85k-$130k,20%-35%
APP-00124,0.01411059176294206,0.35,21728.45,107.31,0.004938686376616832,A,Approve,C,major_purchase,0.2885,57956.36,2022Q1,107.31,147.55,214.62,$50k-$85k,20%-35%
APP-00125,0.01411059176294206,0.35,14825.33,73.22,0.0049388445316225675,A,Approve,C,debt_consolidation,0.1184,59512.43,2022Q1,73.22,100.67,146.44,$50k-$85k,<20%
APP-00126,0.06364023870417732,0.55,13916.25,487.1,0.03500224557621486,C,Review,C,medical,0.3217,151593.55,2022Q1,487.1,669.76,974.2,$130k+,20%-35%
APP-00127,0.01411059176294206,0.35,29411.67,145.26,0.004938855903116008,A,Approve,C,debt_consolidation,0.1034,37304.51,2022Q1,145.26,199.73,290.51,<$50k,<20%
APP-00128,0.06364023870417732,0.55,39827.79,1394.06,0.03500219319224089,C,Review,A,medical,0.4251,42485.65,2022Q1,1394.06,1916.83,2788.12,<$50k,35%-50%
APP-00129,0.013871429190688804,0.35,10668.43,51.8,0.00485544733386262,A,Approve,A,debt_consolidation,0.1975,30339.91,2022Q1,51.8,71.22,103.59,<$50k,<20%
APP-00130,0.013871429190688804,0.35,8527.35,41.4,0.004854966666080317,A,Approve,B,home_improvement,0.109,24000.0,2022Q1,41.4,56.93,82.8,<$50k,<20%
APP-00131,0.06364023870417732,0.55,21470.58,751.52,0.03500231479540841,C,Review,C,medical,0.3159,37878.89,2022Q1,751.52,1033.33,1503.03,<$50k,20%-35%
APP-00132,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,B,medical,0.4215,59729.12,2022Q1,1470.09,2021.37,2940.18,$50k-$85k,35%-50%
APP-00133,0.06364023870417732,0.55,15133.87,529.72,0.03500228295868803,C,Review,B,small_business,0.3663,45896.4,2022Q1,529.72,728.36,1059.44,<$50k,35%-50%
APP-00134,0.01411059176294206,0.35,7097.14,35.05,0.004938609073514119,A,Approve,B,debt_consolidation,0.2927,79431.65,2022Q1,35.05,48.19,70.1,$50k-$85k,20%-35%
APP-00135,0.013871429190688804,0.35,12005.81,58.29,0.004855149298547953,A,Approve,B,other,0.1052,57173.61,2022Q1,58.29,80.15,116.58,$50k-$85k,<20%
APP-00136,0.013871429190688804,0.35,6077.3,29.51,0.004855774768400441,A,Approve,B,major_purchase,0.2865,45034.54,2022Q1,29.51,40.57,59.01,<$50k,20%-35%
APP-00137,0.06364023870417732,0.55,14642.59,512.52,0.03500200442681247,C,Review,C,home_improvement,0.4368,39463.21,2022Q1,512.52,704.72,1025.04,<$50k,35%-50%
APP-00138,0.013871429190688804,0.35,12106.06,58.77,0.0048545934845854065,A,Approve,A,home_improvement,0.2099,81687.95,2022Q1,58.77,80.82,117.55,$50k-$85k,20%-35%
APP-00139,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,major_purchase,0.58,76037.79,2022Q1,0.0,0.0,0.0,$50k-$85k,50%+
APP-00140,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,debt_consolidation,0.491,52258.59,2022Q1,0.0,0.0,0.0,$50k-$85k,35%-50%
APP-00141,0.06364023870417732,0.55,42000.0,1470.09,0.03500214285714286,C,Review,C,debt_consolidation,0.3069,64648.37,2022Q1,1470.09,2021.37,2940.18,$50k-$85k,20%-35%
APP-00142,0.06364023870417732,0.55,19470.95,681.52,0.03500188742716714,C,Review,C,debt_consolidation,0.5725,46164.6,2022Q1,681.52,937.1,1363.05,<$50k,50%+
APP-00143,0.06364023870417732,0.55,24876.17,870.72,0.03500217276212536,C,Review,D,debt_consolidation,0.4242,87824.97,2022Q1,870.72,1197.24,1741.44,$85k-$130k,35%-50%
APP-00144,0.14697357203751066,0.55,0.0,0.0,0.0,D,Decline,D,medical,0.2193,69220.0,2022Q1,0.0,0.0,0.0,$50k-$85k,20%-35%
APP-00145,0.01411059176294206,0.35,8398.12,41.48,0.004939200678247035,A,Approve,B,debt_consolidation,0.3839,54308.02,2022Q1,41.48,57.03,82.95,$50k-$85k,35%-50%
APP-00146,0.06364023870417732,0.55,9915.13,347.05,0.03500206250447549,C,Review,D,debt_consolidation,0.4548,49080.5,2022Q1,347.05,477.19,694.1,<$50k,35%-50%
APP-00147,0.06364023870417732,0.55,10295.22,360.35,0.03500168039148265,C,Review,C,other,0.4006,54286.71,2022Q1,360.35,495.49,720.71,$50k-$85k,35%-50%
APP-00148,0.01411059176294206,0.35,31385.79,155.01,0.004938859273575716,A,Approve,A,debt_consolidation,0.0817,74304.59,2022Q1,155.01,213.13,310.01,$50k-$85k,<20%
APP-00149,0.013871429190688804,0.35,21233.23,103.09,0.004855125668586456,A,Approve,C,debt_consolidation,0.2221,75746.56,2022Q1,103.09,141.75,206.17,$50k-$85k,20%-35%
APP-00150,0.06364023870417732,0.55,13094.01,458.32,0.03500226439417718,C,Review,D,home_improvement,0.3917,36665.58,2022Q1,458.32,630.19,916.64,<$50k,35%-50%
APP-00151,0.06364023870417732,0.55,35278.97,1234.84,0.03500215567517986,C,Review,B,debt_consolidation,0.3809,39254.24,2022Q1,1234.84,1697.9,2469.68,<$50k,35%-50%
APP-00152,0.013871429190688804,0.35,13590.46,65.98,0.004854876141057772,A,Approve,A,debt_consolidation,0.4663,57790.29,2022Q1,65.98,90.72,131.96,$50k-$85k,35%-50%
